,Unnamed: 0,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,field_type,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,day_of_week,temperature,wind_speed,wind_direction,sky,total_runs,game_hours_dec,season,home_team_win,home_team_loss,home_team_outcome,Date,Opponent,Home_Barrels,Home_Barrel %,Home_Max EV,Home_Avg EV,Home_Launch Angle,Home_xBA,Home_xSLG,Home_xWOBA,Home_WOBA,Home_Hard Hit %,,Away_Barrels,Away_Barrel %,Away_Max EV,Away_Avg EV,Away_Launch Angle,Away_xBA,Away_xSLG,Away_xWOBA,Away_WOBA,Away_Hard Hit %
58170,1968,21167,Mariners,1,7,2,5/18/2016,on grass,Night Game,Orioles,0,8,5,7:07 p.m. Local,Oriole Park at Camden Yards,Wednesday,63,7, in from Centerfield,Unknown,7,2.983333333,regular season,1,0,Win,5/18/2016,Mariners,3,10.7,111.5,83.4,18.3,0.268,0.565,0.379,0.356,28.6,,1,4.5,106.7,81.9,22,0.202,0.275,0.38,0.357,40.9
58192,1969,32191,Yankees,0,11,4,5/18/2016,on grass,Night Game,D-Backs,0,2,2,6:40 p.m. Local,Chase Field,Wednesday,74,0, in unknown direction,In Dome,6,3.2,regular season,0,1,Loss,5/18/2016,Yankees,0,0,98.4,81.9,17.6,0.072,0.105,0.116,0.15,16.7,,1,2.9,107.3,81.4,12.6,0.3,0.447,0.383,0.291,37.1
58214,1970,44006,Dodgers,2,8,1,5/18/2016,on grass,Night Game,Angels,0,12,8,7:07 p.m. Local,Angel Stadium of Anaheim,Wednesday,68,9, out to Centerfield,Sunny,9,3.2,regular season,1,0,Win,5/18/2016,Dodgers,2,7.1,113.8,84.9,18.8,0.262,0.404,0.327,0.406,21.4,,3,13.6,113.4,87.4,22.8,0.271,0.453,0.319,0.28,50
58247,1971,27321,Rays,0,17,12,5/17/2016,on turf,Night Game,Blue Jays,2,5,2,7:07 p.m. Local,Rogers Centre,Tuesday,68,0, in unknown direction,In Dome,14,2.716666667,regular season,0,1,Loss,5/17/2016,Rays,1,5,109.6,84.4,15.1,0.186,0.33,0.275,0.255,30,,3,13.6,113.4,87.4,22.8,0.271,0.453,0.319,0.28,50
58280,1972,41109,Rockies,0,7,3,5/17/2016,on grass,Night Game,Cardinals,1,6,1,7:15 p.m. Local,Busch Stadium III,Tuesday,52,10, from Right to Left,Overcast,4,2.733333333,regular season,0,1,Loss,5/17/2016,Rockies,2,7.7,108,86.8,12.9,0.284,0.445,0.346,0.204,38.5,,2,8.7,108.9,82.9,19.6,0.171,0.279,0.237,0.232,26.1
58321,1973,24433,Giants,1,10,5,5/17/2016,on grass,Night Game,Padres,1,5,1,7:11 p.m. Local,Petco Park,Tuesday,62,5, from Left to Right,Unknown,6,2.783333333,regular season,0,1,Loss,5/17/2016,Giants,1,4.5,109.8,80.1,14.5,0.188,0.304,0.212,0.201,27.3,,3,9.1,110.7,81.5,16.8,0.221,0.398,0.29,0.3,30.3
58353,1974,19400,Braves,3,15,9,5/17/2016,on grass,Night Game,Pirates,1,21,12,7:09 p.m. Local,PNC Park,Tuesday,60,4, in from Leftfield,Unknown,21,3.6,regular season,1,0,Win,5/17/2016,Braves,0,0,110.3,87.4,9.2,0.33,0.444,0.354,0.508,50,,2,6.9,108,82.9,10.1,0.308,0.498,0.389,0.427,27.6
58382,1975,18140,Marlins,1,8,1,5/17/2016,on grass,Night Game,Phillies,0,6,3,7:08 p.m. Local,Citizens Bank Park,Tuesday,54,3, from Right to Left,Rain,4,2.883333333,regular season,1,0,Win,5/17/2016,Marlins,2,9.5,108.1,79.3,9.9,0.308,0.496,0.358,0.242,28.6,,4,16.7,110.9,83.7,13,0.261,0.486,0.356,0.303,37.5
58396,1976,12718,Rangers,0,15,5,5/17/2016,on grass,Night Game,Athletics,2,12,8,7:07 p.m. Local,Oakland-Alameda County Coliseum,Tuesday,76,12, from Right to Left,Sunny,13,2.75,regular season,1,0,Win,5/17/2016,Rangers,5,16.7,111.4,85.5,14.8,0.337,0.674,0.441,0.43,53.3,,2,6.7,110.3,86.1,8.6,0.249,0.398,0.31,0.275,26.7
58438,1977,36701,Nationals,0,5,0,5/17/2016,on grass,Night Game,Mets,0,4,2,7:10 p.m. Local,Citi Field,Tuesday,60,9, out to Centerfield,Unknown,2,2.533333333,regular season,1,0,Win,5/17/2016,Nationals,2,13.3,101,83.5,34.2,0.145,0.273,0.247,0.286,46.7,,4,9.8,112.5,87.8,9.7,0.293,0.524,0.368,0.43,46.3
58459,1978,24361,Cubs,0,3,2,5/17/2016,on grass,Night Game,Brewers,0,5,4,7:12 p.m. Local,Miller Park,Tuesday,66,0, in unknown direction,In Dome,6,2.166666667,regular season,1,0,Win,5/17/2016,Cubs,2,10,113.1,84.2,5.4,0.177,0.309,0.239,0.235,20,,4,16,108.5,83.1,6,0.26,0.496,0.359,0.241,36
58493,1979,42514,Angels,1,4,1,5/17/2016,on grass,Night Game,Dodgers,0,13,5,7:10 p.m. Local,Dodger Stadium,Tuesday,68,5, out to Rightfield,Sunny,6,2.2,regular season,1,0,Win,5/17/2016,Angels,4,12.5,109.3,92,10.9,0.417,0.784,0.517,0.46,56.3,,3,9.4,110.9,88.7,11,0.286,0.545,0.37,0.335,43.8
58539,1980,25215,Red Sox,2,8,4,5/17/2016,on grass,Night Game,Royals,0,11,8,7:15 p.m. Local,Kauffman Stadium,Tuesday,58,10, in from Rightfield,Cloudy,12,2.9,regular season,1,0,Win,5/17/2016,Red Sox,3,10,109.1,85.8,16.8,0.298,0.551,0.392,0.413,43.3,,2,6.3,105.9,84.8,19.2,0.294,0.439,0.351,0.455,40.6
58570,1981,27652,Twins,0,7,2,5/17/2016,on grass,Night Game,Tigers,0,10,7,7:10 p.m. Local,Comerica Park,Tuesday,57,1, out to Centerfield,Cloudy,9,2.916666667,regular season,1,0,Win,5/17/2016,Twins,6,18.8,113.3,88.8,17,0.406,0.74,0.49,0.356,53.1,,1,5.6,111.5,86.3,24.3,0.211,0.322,0.272,0.277,50
58585,1982,13095,Reds,0,5,1,5/17/2016,on grass,Night Game,Indians,0,17,13,6:10 p.m. Local,Progressive Field,Tuesday,57,6, in from Centerfield,Cloudy,14,3.316666667,regular season,1,0,Win,5/17/2016,Reds,5,14.7,111.5,81.8,17.7,0.353,0.603,0.459,0.459,47.1,,4,12.1,105,84.5,17.1,0.296,0.503,0.35,0.441,30.3
58632,1983,13481,Astros,0,11,6,5/17/2016,on grass,Night Game,White Sox,2,11,5,7:11 p.m. Local,U.S. Cellular Field,Tuesday,52,16, out to Rightfield,Cloudy,11,3.9,regular season,0,1,Loss,5/17/2016,Astros,3,9.4,109.8,84,8.4,0.266,0.47,0.332,0.305,37.5,,0,0,108.1,82.4,7.5,0.187,0.273,0.2,0.158,47.1
58650,1984,14477,Mariners,1,12,10,5/17/2016,on grass,Night Game,Orioles,1,2,0,7:07 p.m. Local,Oriole Park at Camden Yards,Tuesday,54,3, out to Leftfield,Rain,10,2.683333333,regular season,0,1,Loss,5/17/2016,Mariners,1,3.7,106.7,79.6,27.2,0.251,0.382,0.312,0.127,22.2,,2,8.7,107.9,85.7,17.2,0.169,0.36,0.237,0.192,47.8
58672,1985,30913,Yankees,2,6,3,5/17/2016,on grass,Night Game,D-Backs,0,10,5,6:40 p.m. Local,Chase Field,Tuesday,75,0, in unknown direction,In Dome,8,2.783333333,regular season,1,0,Win,5/17/2016,Yankees,1,4.8,108,89.9,8.7,0.216,0.304,0.24,0.323,47.6,,0,0,102.4,83.7,17.6,0.186,0.243,0.187,0.113,27.8
58696,1986,26516,Rays,0,17,13,5/16/2016,on turf,Night Game,Blue Jays,1,8,2,7:07 p.m. Local,Rogers Centre,Monday,68,0, in unknown direction,In Dome,15,2.9,regular season,0,1,Loss,5/16/2016,Rays,2,7.7,110.2,87.7,20.1,0.3,0.441,0.359,0.284,50,,2,7.7,106.3,84.3,9.6,0.242,0.397,0.309,0.295,26.9
58721,1987,16905,Braves,0,9,5,5/16/2016,on grass,Night Game,Pirates,1,14,8,7:09 p.m. Local,PNC Park,Monday,62,10, out to Leftfield,Cloudy,13,2.916666667,regular season,1,0,Win,5/16/2016,Braves,0,0,109,83.8,12.5,0.228,0.304,0.244,0.38,16.1,,4,15.4,108.4,86.3,18.9,0.287,0.59,0.396,0.291,38.5
58738,1988,28348,Marlins,1,10,5,5/16/2016,on grass,Night Game,Phillies,1,10,3,7:07 p.m. Local,Citizens Bank Park,Monday,64,11, from Left to Right,Cloudy,8,3.116666667,regular season,0,1,Loss,5/16/2016,Marlins,1,3.6,105,82.8,22.1,0.213,0.271,0.264,0.281,39.3,,1,4.3,107.8,81.9,14.9,0.19,0.282,0.227,0.18,39.1
58749,1989,10068,Rangers,1,4,1,5/16/2016,on grass,Night Game,Athletics,0,4,3,7:07 p.m. Local,Oakland-Alameda County Coliseum,Monday,65,12, out to Rightfield,Sunny,4,2.466666667,regular season,1,0,Win,5/16/2016,Rangers,1,4.2,103.8,79.5,23.5,0.198,0.335,0.272,0.233,20.8,,1,2.9,112,86.5,13.5,0.267,0.405,0.305,0.309,48.6
58771,1990,39583,Angels,1,12,7,5/16/2016,on grass,Night Game,Dodgers,0,9,6,7:10 p.m. Local,Dodger Stadium,Monday,68,6, out to Rightfield,Sunny,13,4,regular season,0,1,Loss,5/16/2016,Angels,4,14.3,103.9,83,16.9,0.263,0.507,0.384,0.332,39.3,,3,9.4,111.6,88.6,15.6,0.263,0.434,0.344,0.395,43.8
58799,1991,25925,Twins,0,11,8,5/16/2016,on grass,Night Game,Tigers,3,14,10,7:10 p.m. Local,Comerica Park,Monday,60,15, from Right to Left,Unknown,18,2.8,regular season,1,0,Win,5/16/2016,Twins,7,22.6,112.8,86.3,18.4,0.375,0.82,0.518,0.502,48.4,,5,14.7,110,89.7,11.3,0.317,0.625,0.418,0.511,58.8
58808,1992,12184,Reds,2,12,6,5/16/2016,on grass,Night Game,Indians,1,19,15,6:10 p.m. Local,Progressive Field,Monday,64,16, out to Rightfield,Cloudy,21,3.216666667,regular season,1,0,Win,5/16/2016,Reds,2,5.4,105.9,83.5,17.2,0.336,0.473,0.383,0.515,43.2,,3,10.7,106.1,83.6,6.8,0.28,0.523,0.359,0.361,39.3
58824,1993,32718,Yankees,2,8,2,5/16/2016,on grass,Night Game,D-Backs,1,15,12,6:50 p.m. Local,Chase Field,Monday,90,9, in from Leftfield,Sunny,14,3,regular season,1,0,Win,5/16/2016,Yankees,5,15.6,106.6,83.6,18,0.349,0.682,0.482,0.494,43.8,,2,7.1,112.7,86.2,11.3,0.317,0.571,0.415,0.408,46.4
58853,2008,30019,Marlins,0,11,7,5/14/2016,on grass,Night Game,Nationals,0,5,1,7:05 p.m. Local,Nationals Park,Saturday,62,7, out to Rightfield,Cloudy,8,2.916666667,regular season,0,1,Loss,5/14/2016,Marlins,1,3.4,110.8,84.3,13.9,0.277,0.412,0.364,0.244,24.1,,2,8,105.7,83.3,20.4,0.202,0.346,0.255,0.159,20
58883,2009,28634,Marlins,3,8,4,5/14/2016,on grass,Day Game,Nationals,1,9,6,1:07 p.m. Local,Nationals Park,Saturday,72,13, out to Centerfield,Unknown,10,3.366666667,regular season,1,0,Win,5/14/2016,Marlins,1,3.4,110.8,84.3,13.9,0.277,0.412,0.364,0.244,24.1,,1,3.3,109.5,83.3,14.8,0.271,0.352,0.299,0.343,30
58918,2010,47115,Blue Jays,0,10,5,5/14/2016,on grass,Night Game,Rangers,1,9,6,7:09 p.m. Local,Globe Life Park in Arlington,Saturday,71,10, from Left to Right,Sunny,11,3.016666667,regular season,1,0,Win,5/14/2016,Blue Jays,2,6.5,108.1,81.6,20.2,0.172,0.28,0.242,0.325,22.6,,3,11.1,106,82,11.3,0.255,0.49,0.315,0.325,55.6
58949,2011,28158,Athletics,1,2,0,5/14/2016,on turf,Night Game,Rays,0,8,6,6:10 p.m. Local,Tropicana Field,Saturday,72,0, in unknown direction,In Dome,6,2.6,regular season,1,0,Win,5/14/2016,Athletics,2,6.7,107.8,84.6,10.2,0.309,0.445,0.368,0.362,30,,3,9.7,106,83.6,14.5,0.281,0.492,0.34,0.385,35.5
58970,2012,42038,Angels,0,13,9,5/14/2016,on grass,Night Game,Mariners,1,11,7,6:10 p.m. Local,Safeco Field,Saturday,62,0, in unknown direction,In Dome,16,3.483333333,regular season,0,1,Loss,5/14/2016,Angels,2,6.7,110.3,86.6,9.7,0.291,0.432,0.322,0.313,43.3,,3,10.3,118.9,84.2,20,0.256,0.4,0.322,0.349,44.8
59006,2013,29535,Reds,0,7,3,5/14/2016,on grass,Night Game,Phillies,1,10,4,7:43 p.m. Local,Citizens Bank Park,Saturday,64,7, out to Centerfield,Rain,7,2.75,regular season,1,0,Win,5/14/2016,Reds,1,4,112.4,79.4,7,0.288,0.441,0.351,0.397,40,,3,10.3,118.9,84.2,20,0.256,0.4,0.322,0.349,44.8
59047,2014,39691,White Sox,0,5,1,5/14/2016,on grass,Day Game,Yankees,0,5,2,1:08 p.m. Local,Yankee Stadium III,Saturday,70,11, from Right to Left,Cloudy,3,2.4,regular season,1,0,Win,5/14/2016,White Sox,0,0,110,83.1,21.2,0.244,0.383,0.3,0.229,31.8,,2,6.7,109.2,89.8,16.1,0.294,0.526,0.357,0.349,53.3
59053,2015,28896,Padres,4,13,8,5/14/2016,on grass,Night Game,Brewers,0,10,7,6:10 p.m. Local,Miller Park,Saturday,66,0, in unknown direction,In Dome,15,5.066666667,regular season,0,1,Loss,5/14/2016,Padres,0,0,106.8,89,12.9,0.2,0.323,0.329,0.345,44.4,,0,0,102.5,83.4,23.9,0.182,0.26,0.209,0.085,26.1
59087,2016,48459,Cardinals,1,5,3,5/14/2016,on grass,Night Game,Dodgers,2,6,5,6:09 p.m. Local,Dodger Stadium,Saturday,67,5, from Left to Right,Cloudy,8,2.75,regular season,1,0,Win,5/14/2016,Cardinals,2,9.5,103.7,81.8,9.1,0.192,0.35,0.289,0.313,33.3,,3,8.8,110.4,84.8,21.4,0.295,0.554,0.4,0.48,32.4
59133,2017,36541,Braves,1,11,5,5/14/2016,on grass,Night Game,Royals,0,8,0,6:17 p.m. Local,Kauffman Stadium,Saturday,60,12, from Left to Right,Sunny,5,2.716666667,regular season,0,1,Loss,5/14/2016,Braves,3,11.1,109.8,87.7,13.2,0.346,0.568,0.391,0.235,48.1,,0,0,104.4,79.1,12.8,0.169,0.196,0.2,0.249,9.1
59162,2018,34362,Mets,1,13,4,5/14/2016,on grass,Night Game,Rockies,1,12,7,6:11 p.m. Local,Coors Field,Saturday,49,8, in from Rightfield,Overcast,11,3.183333333,regular season,1,0,Win,5/14/2016,Mets,1,3.2,106.1,80.9,1.1,0.248,0.38,0.316,0.38,16.1,,2,9.1,109.4,82.6,2.5,0.202,0.373,0.257,0.21,31.8
59179,2019,15428,Twins,0,11,6,5/14/2016,on grass,Day Game,Indians,0,7,3,4:11 p.m. Local,Progressive Field,Saturday,50,17, in from Leftfield,Overcast,9,3.133333333,regular season,0,1,Loss,5/14/2016,Twins,1,4.3,105,79.1,21.9,0.209,0.304,0.262,0.278,21.7,,7,17.9,110,85.7,9.9,0.31,0.658,0.434,0.409,43.6
59205,2020,40953,Pirates,1,3,2,5/14/2016,on grass,Day Game,Cubs,0,11,8,1:20 p.m. Local,Wrigley Field,Saturday,44,17, from Left to Right,Overcast,10,2.7,regular season,1,0,Win,5/14/2016,Pirates,2,7.1,107.8,84.1,27.1,0.227,0.389,0.326,0.393,35.7,,1,3.8,111.4,81,15,0.207,0.325,0.262,0.194,23.1
59251,2021,37430,Astros,0,11,5,5/14/2016,on grass,Day Game,Red Sox,0,14,6,1:07 p.m. Local,Fenway Park,Saturday,73,12, out to Rightfield,Sunny,11,4.216666667,regular season,1,0,Win,5/14/2016,Astros,1,2.6,105.9,81.4,12.2,0.275,0.427,0.343,0.404,30.8,,0,0,106.7,81.8,4.3,0.224,0.303,0.269,0.375,24
59274,2022,32174,Tigers,1,5,3,5/14/2016,on grass,Night Game,Orioles,0,11,9,7:07 p.m. Local,Oriole Park at Camden Yards,Saturday,62,6, out to Rightfield,Cloudy,12,2.733333333,regular season,1,0,Win,5/14/2016,Tigers,2,6.7,112.7,87.8,22.8,0.248,0.437,0.324,0.448,46.7,,1,3.2,108.3,85.8,14.1,0.304,0.446,0.334,0.368,35.5
59296,2023,32448,Giants,1,12,5,5/14/2016,on grass,Night Game,D-Backs,0,8,3,5:10 p.m. Local,Chase Field,Saturday,77,0, in unknown direction,In Dome,8,3.083333333,regular season,0,1,Loss,5/14/2016,Giants,0,0,106.5,86.4,8.3,0.219,0.275,0.241,0.24,39.3,,1,3.3,108.6,81.5,15.8,0.283,0.383,0.334,0.357,26.7
59333,2027,35944,Royals,0,9,3,5/12/2016,on grass,Night Game,Yankees,0,7,7,7:08 p.m. Local,Yankee Stadium III,Thursday,73,6, in from Rightfield,Sunny,10,2.75,regular season,1,0,Win,5/12/2016,Royals,3,13,102.3,83.3,31.5,0.197,0.384,0.308,0.361,30.4,,0,0,105.1,82.5,14.4,0.134,0.205,0.199,0.159,23.5
59337,2028,17374,Padres,0,7,3,5/12/2016,on grass,Night Game,Brewers,0,8,0,7:10 p.m. Local,Miller Park,Thursday,67,9, out to Leftfield,Cloudy,3,2.85,regular season,0,1,Loss,5/12/2016,Padres,0,0,104.5,85.4,9.1,0.205,0.223,0.22,0.255,20,,3,9.7,111.6,82.8,18.5,0.236,0.46,0.34,0.375,25.8
59356,2029,41765,Mets,0,3,0,5/12/2016,on grass,Night Game,Dodgers,0,8,5,7:10 p.m. Local,Dodger Stadium,Thursday,65,6, out to Rightfield,Sunny,5,2.216666667,regular season,1,0,Win,5/12/2016,Mets,3,11.5,108.4,86.1,25.7,0.301,0.633,0.391,0.291,50,,1,4.5,110.7,80.9,25,0.188,0.34,0.278,0.259,22.7
59378,2030,34982,Astros,1,7,1,5/12/2016,on grass,Night Game,Red Sox,1,14,11,7:10 p.m. Local,Fenway Park,Thursday,62,7, in from Rightfield,Cloudy,12,2.933333333,regular season,1,0,Win,5/12/2016,Astros,5,16.1,111.5,86.9,6.5,0.282,0.563,0.372,0.441,38.7,,2,6.7,107.6,83.2,11.1,0.253,0.433,0.314,0.301,23.3
59391,2031,14918,Tigers,0,13,5,5/12/2016,on grass,Night Game,Orioles,1,12,7,7:07 p.m. Local,Oriole Park at Camden Yards,Thursday,65,4, out to Leftfield,Unknown,12,3.266666667,regular season,1,0,Win,5/12/2016,Tigers,1,3.2,108,85.4,11.8,0.324,0.446,0.361,0.35,38.7,,0,0,101.9,87.4,16.6,0.235,0.333,0.266,0.277,38.5
59400,2032,15643,Phillies,0,10,7,5/12/2016,on grass,Night Game,Braves,1,8,4,7:20 p.m. Local,Turner Field,Thursday,75,9, from Left to Right,Unknown,11,3.233333333,regular season,0,1,Loss,5/12/2016,Phillies,0,0,104.1,82.8,18.7,0.223,0.261,0.241,0.237,25,,0,0,103.1,78,7.9,0.09,0.112,0.108,0.123,18.8
59419,2033,19461,Giants,0,8,4,5/12/2016,on grass,Night Game,D-Backs,0,10,2,6:40 p.m. Local,Chase Field,Thursday,98,10, in from Leftfield,Sunny,6,3.216666667,regular season,0,1,Loss,5/12/2016,Giants,2,8.3,104.8,83.8,13,0.284,0.426,0.345,0.324,41.7,,0,0,109.3,82.7,20.4,0.175,0.241,0.195,0.206,31.8
59430,2034,35413,Cardinals,1,18,12,5/12/2016,on grass,Night Game,Angels,2,15,10,7:08 p.m. Local,Angel Stadium of Anaheim,Thursday,68,7, out to Centerfield,Sunny,22,3.933333333,regular season,0,1,Loss,5/12/2016,Cardinals,2,5.9,111.9,82.7,13.7,0.331,0.495,0.388,0.447,29.4,,2,5.7,113,82.5,12.9,0.298,0.452,0.365,0.38,25.7
59461,2035,35695,Tigers,0,6,2,5/11/2016,on grass,Night Game,Nationals,0,9,3,7:06 p.m. Local,Nationals Park,Wednesday,61,4, in from Rightfield,Unknown,5,2.633333333,regular season,1,0,Win,5/11/2016,Tigers,1,4,103.6,84.1,26.9,0.295,0.458,0.368,0.38,24,,0,0,111.6,85.4,16.8,0.205,0.291,0.266,0.345,44.4
59496,2036,29023,White Sox,0,11,5,5/11/2016,on grass,Day Game,Rangers,2,10,6,1:07 p.m. Local,Globe Life Park in Arlington,Wednesday,85,12, from Left to Right,Sunny,11,3.116666667,regular season,1,0,Win,5/11/2016,White Sox,0,0,103.2,81.9,16.3,0.305,0.391,0.345,0.341,26.7,,3,8.3,108.9,84,15.9,0.271,0.456,0.356,0.465,27.8
59516,2037,41372,Blue Jays,2,11,4,5/11/2016,on grass,Day Game,Giants,2,12,5,12:45 p.m. Local,AT&T Park,Wednesday,62,10, out to Centerfield,Cloudy,9,4.466666667,regular season,1,0,Win,5/11/2016,Blue Jays,1,2.5,107.1,86.5,11,0.28,0.368,0.344,0.301,42.5,,2,15.4,106.8,80.6,18.4,0.127,0.294,0.174,0.24,30.8
59548,2038,23000,Rays,0,10,5,5/11/2016,on grass,Day Game,Mariners,0,8,6,12:40 p.m. Local,Safeco Field,Wednesday,67,5, out to Centerfield,Sunny,11,4.016666667,regular season,1,0,Win,5/11/2016,Rays,2,7.7,109.6,81,16.1,0.241,0.395,0.334,0.33,46.2,,2,8,109.9,85.7,5.5,0.27,0.432,0.331,0.352,48
59595,2039,31226,Royals,0,9,7,5/11/2016,on grass,Night Game,Yankees,0,7,3,7:09 p.m. Local,Yankee Stadium III,Wednesday,70,14, out to Leftfield,Cloudy,10,3.3,regular season,0,1,Loss,5/11/2016,Royals,1,3.3,109.9,83.3,6.9,0.209,0.29,0.269,0.284,20,,2,5,109,84.5,18.8,0.242,0.387,0.341,0.306,37.5
59623,2040,25094,Orioles,0,16,9,5/11/2016,on grass,Day Game,Twins,0,8,2,12:10 p.m. Local,Target Field,Wednesday,56,8, out to Leftfield,Unknown,11,2.9,regular season,0,1,Loss,5/11/2016,Orioles,2,6.5,105,87.6,20.5,0.277,0.507,0.352,0.275,45.2,,2,7.4,107.1,83.2,22.9,0.233,0.398,0.329,0.333,40.7
59639,2041,19893,Brewers,0,8,2,5/11/2016,on grass,Night Game,Marlins,0,5,3,7:10 p.m. Local,Marlins Park,Wednesday,81,16, from Left to Right,Cloudy,5,2.483333333,regular season,1,0,Win,5/11/2016,Brewers,1,4.5,106.2,85.5,22.2,0.225,0.331,0.25,0.227,27.3,,2,7.4,109.3,82.3,5.5,0.276,0.48,0.406,0.383,25.9
59665,2042,40970,Mets,1,8,4,5/11/2016,on grass,Night Game,Dodgers,0,7,3,7:10 p.m. Local,Dodger Stadium,Wednesday,63,8, from Left to Right,Sunny,7,3.066666667,regular season,0,1,Loss,5/11/2016,Mets,3,11.5,109.7,89.4,6.3,0.266,0.476,0.327,0.279,46.2,,5,15.6,110.5,84.9,20.3,0.318,0.742,0.452,0.49,50
59687,2043,24453,Indians,0,14,3,5/11/2016,on grass,Day Game,Astros,1,10,5,1:10 p.m. Local,Minute Maid Park,Wednesday,73,0, in unknown direction,In Dome,8,5.15,regular season,1,0,Win,5/11/2016,Indians,2,5.3,112.3,82.1,9.6,0.207,0.344,0.307,0.292,26.3,,0,0,108.9,79.6,11.5,0.194,0.232,0.229,0.253,36.8
59768,2045,14694,Pirates,0,6,5,5/11/2016,on grass,Night Game,Reds,1,6,4,7:09 p.m. Local,Great American Ball Park,Wednesday,79,3, from Right to Left,Unknown,9,3.066666667,regular season,0,1,Loss,5/11/2016,Pirates,1,4.2,107.1,78.4,17.8,0.12,0.199,0.186,0.302,12.5,,3,12.5,108.1,85.6,29.2,0.181,0.371,0.28,0.329,37.5
59783,2046,37828,Padres,1,3,1,5/11/2016,on grass,Night Game,Cubs,0,4,0,7:06 p.m. Local,Wrigley Field,Wednesday,52,4, from Left to Right,Unknown,1,2.75,regular season,0,1,Loss,5/11/2016,Padres,1,5.9,107.3,82.2,19.4,0.178,0.256,0.259,0.194,41.2,,1,2,104.1,80.2,17.6,0.254,0.322,0.26,0.249,20.4
59813,2047,34508,Padres,2,10,7,5/11/2016,on grass,Day Game,Cubs,3,9,4,12:06 p.m. Local,Wrigley Field,Wednesday,51,5, in from Rightfield,Unknown,11,3.25,regular season,0,1,Loss,5/11/2016,Padres,1,5.9,107.3,82.2,19.4,0.178,0.256,0.259,0.194,41.2,,5,17.9,108.8,85.9,9.5,0.271,0.467,0.316,0.376,39.3
59859,2048,33283,Athletics,0,8,3,5/11/2016,on grass,Night Game,Red Sox,0,17,13,7:10 p.m. Local,Fenway Park,Wednesday,63,7, out to Leftfield,Sunny,16,3.283333333,regular season,1,0,Win,5/11/2016,Athletics,4,11.8,113.3,85.6,18.8,0.308,0.549,0.393,0.51,50,,3,11.5,104.5,80.7,27.1,0.184,0.452,0.333,0.381,19.2
59870,2049,13760,Phillies,2,4,1,5/11/2016,on grass,Night Game,Braves,0,10,5,7:10 p.m. Local,Turner Field,Wednesday,85,7, from Left to Right,Cloudy,6,2.333333333,regular season,1,0,Win,5/11/2016,Phillies,1,3.4,106.6,87.4,12.7,0.286,0.39,0.319,0.344,44.8,,1,4.5,109.1,80,21,0.153,0.294,0.188,0.13,27.3
59896,2050,33378,Cardinals,1,9,5,5/11/2016,on grass,Night Game,Angels,1,4,2,7:08 p.m. Local,Angel Stadium of Anaheim,Wednesday,69,8, out to Centerfield,Sunny,7,3,regular season,0,1,Loss,5/11/2016,Cardinals,1,4.3,108.9,82.4,5.3,0.193,0.347,0.271,0.208,43.5,,1,4.5,109.1,80,21,0.153,0.294,0.188,0.13,27.3
59941,2051,24476,Tigers,0,9,5,5/10/2016,on grass,Night Game,Nationals,0,11,4,7:05 p.m. Local,Nationals Park,Tuesday,63,8, in from Rightfield,Cloudy,9,3.266666667,regular season,0,1,Loss,5/10/2016,Tigers,3,11.5,110.9,87.1,13.2,0.286,0.447,0.343,0.387,57.7,,0,0,108.4,81.2,4.5,0.279,0.342,0.317,0.268,37
59976,2052,25804,White Sox,0,13,11,5/10/2016,on grass,Night Game,Rangers,1,17,13,7:07 p.m. Local,Globe Life Park in Arlington,Tuesday,85,16, from Right to Left,Overcast,24,3.366666667,regular season,1,0,Win,5/10/2016,White Sox,3,10,109.6,82.5,19.2,0.286,0.495,0.367,0.524,30,,1,4,109.1,83.8,15.4,0.201,0.326,0.228,0.155,36
59996,2053,41464,Blue Jays,1,9,4,5/10/2016,on grass,Night Game,Giants,0,6,0,7:15 p.m. Local,AT&T Park,Tuesday,59,13, out to Centerfield,Sunny,4,2.483333333,regular season,0,1,Loss,5/10/2016,Blue Jays,0,0,102.4,79.2,16.2,0.219,0.266,0.271,0.236,16.7,,3,10,106.9,83.4,18.2,0.274,0.484,0.337,0.277,33.3
60028,2054,16013,Rays,1,6,4,5/10/2016,on grass,Night Game,Mariners,0,11,6,7:10 p.m. Local,Safeco Field,Tuesday,74,2, out to Rightfield,Sunny,10,2.766666667,regular season,1,0,Win,5/10/2016,Rays,1,3.6,108.7,82.7,14.7,0.335,0.508,0.367,0.362,42.9,,1,3.7,105,85.6,14,0.283,0.408,0.339,0.304,33.3
60075,2055,39128,Royals,1,9,7,5/10/2016,on grass,Night Game,Yankees,0,13,10,7:08 p.m. Local,Yankee Stadium III,Tuesday,59,9, from Right to Left,Unknown,17,3.116666667,regular season,1,0,Win,5/10/2016,Royals,2,6.7,110.7,82.8,11.7,0.317,0.487,0.386,0.417,23.3,,1,2.8,110.5,81.6,22.2,0.334,0.457,0.408,0.392,36.1
